time,price,size,brs,title,link,loc
2016-08-12 11:29:00,1955.0,815.0,1.0,Come Smell The   At RedwoodBe The 1st Person To See This,/eby/apa/5695622962.html,eby
2016-08-12 11:29:00,1931.0,712.0,1.0,LOOKING FOR A ONE BEDROOM APARTMENT CALL TODAY,/eby/apa/5724386769.html,eby
2016-08-12 11:28:00,1928.0,624.0,1.0,Top Floor 1bd/1ba Loft with vaulted ceilings  abundant closet space,/eby/apa/5729200652.html,eby
2016-08-12 11:27:00,1799.0,657.0,1.0,Want To Move Right Away Click Here...Below Market Rate,/eby/apa/5729198162.html,eby
2016-08-12 11:27:00,2095.0,800.0,2.0,2 Bed/1 Bath near Downtown Walnut Creek,/eby/apa/5729198135.html,eby
2016-08-12 11:27:00,3078.0,1092.0,2.0,Available Immediately Call today to tour this beautiful 2 bedroom,/eby/apa/5729197799.html,eby
2016-08-12 11:26:00,2250.0,827.0,1.0,Charming 1 Bedroom with ReModeled Kitchen  Natural Light,/eby/apa/5729196166.html,eby
2016-08-12 11:25:00,1695.0,847.0,2.0,Come Check Us Out Rents Starting at 1695,/eby/apa/5729193655.html,eby
2016-08-12 11:25:00,2495.0,1100.0,2.0,Fast  Easy Approval  Join The Dolores Community Today,/eby/apa/5695636974.html,eby
2016-08-12 11:25:00,2799.0,850.0,1.0,Furnished 1bed 1block UC CAMPUS hardwood quiet shops Ava 8/22,/eby/apa/5695772608.html,eby
2016-08-12 11:25:00,4999.0,2400.0,3.0,ORINDA HOUSE Enchanting Sunny Quiet Neighborhood,/eby/apa/5727112311.html,eby
2016-08-12 11:24:00,2275.0,1475.0,3.0,Large living space 3 bedrooms 2 bathrooms house available,/eby/apa/5724373749.html,eby
2016-08-12 11:24:00,2625.0,945.0,2.0,Fabulous 2BR/2BA condo,/eby/apa/5720105994.html,eby
2016-08-12 11:24:00,2625.0,945.0,2.0,Fabulous 2BR/2BA townhouse/condo,/eby/apa/5720076330.html,eby
2016-08-12 11:24:00,2295.0,936.0,2.0,FABULOUS DOWNTOWN LIVING Central air  heat very spacious,/eby/apa/5722648176.html,eby
2016-08-12 11:22:00,2912.0,1180.0,2.0,2 Bed  2 Bath Master Bedroom Townhomes Spin wheel for discount,/eby/apa/5719411895.html,eby
2016-08-12 11:20:00,3150.0,1339.0,2.0,Where Luxury Meets Convenience Gorgeous 2x2 Available Today,/eby/apa/5729164182.html,eby
2016-08-12 11:20:00,1779.0,552.0,1.0,Lovely 1Bedroom Apartment Home  Available Sept. 1st,/eby/apa/5729184023.html,eby
2016-08-12 11:20:00,1750.0,800.0,2.0,BEAUTIFUL 2 BEDROOM APARTMENT AVAILABLE NOW,/eby/apa/5696161264.html,eby
2016-08-12 11:20:00,2385.0,,1.0,BEAUTIFUL SPACIOUS 2 BEDROOM IN A PARKLIKE SETTING,/eby/apa/5729183333.html,eby
2016-08-12 11:18:00,1500.0,,1.0,1500 apartment UPDATED INLAW,/eby/apa/5694808755.html,eby
2016-08-12 11:18:00,2499.0,931.0,2.0,Enjoy Resort Living,/eby/apa/5729179788.html,eby
2016-08-12 11:17:00,1600.0,350.0,1.0,Studio in Berkeley,/eby/apa/5729178047.html,eby
2016-08-12 11:16:00,1500.0,550.0,1.0,InLaw 1 BR/BA Awesome Furnished/OrNot Private includes utilities,/eby/apa/5729176565.html,eby
2016-08-12 11:16:00,1999.0,671.0,1.0,Home Sweet Home,/eby/apa/5729176509.html,eby
2016-08-12 11:16:00,1650.0,,1.0,1BD/1BA STUDIO AT PRIME LOCATION IN ALAMEDA,/eby/apa/5729175903.html,eby
2016-08-12 11:16:00,1880.0,640.0,1.0,1 Bedroom Available NOW 99 Deposit,/eby/apa/5729175876.html,eby
2016-08-12 11:15:00,2700.0,1260.0,4.0,4 bed 2 bath updated home for rent available now,/eby/apa/5729174552.html,eby
2016-08-12 11:15:00,2150.0,726.0,1.0,We have one last ONE BEDROOM left and its waiting for YOU,/eby/apa/5729174497.html,eby
2016-08-12 11:15:00,3295.0,1088.0,2.0,Come Experience Bridgecourt Living,/eby/apa/5729161555.html,eby
2016-08-12 11:14:00,2450.0,1004.0,2.0,..OPEN HOUSE..EXCITING SPECIALS FOR TODAY ONLY,/eby/apa/5729172367.html,eby
2016-08-12 11:14:00,2500.0,,1.0,Beautiful and Large 1 bedroom,/eby/apa/5722976001.html,eby
2016-08-12 11:13:00,2615.0,958.0,2.0,Popular Floorplan 3rd Floor Gas Fireplace W/D Garage Too,/eby/apa/5729170899.html,eby
2016-08-12 11:13:00,1895.0,850.0,2.0,Coming up in September 2bd 1ba upper unit lots of light,/eby/apa/5722575208.html,eby
2016-08-12 11:13:00,3200.0,,2.0,Updated 2 bedroom in nice neighborhood,/eby/apa/5729169627.html,eby
2016-08-12 11:13:00,2499.0,850.0,2.0,Great Rates 2Bedrooms 2Baths with Washer Dryer,/eby/apa/5729169134.html,eby
2016-08-12 11:12:00,1400.0,,1.0, 1BD/1BA COTTAGE W/NEW CARPET AND LAMINATE FLOORING,/eby/apa/5729168406.html,eby
2016-08-12 11:11:00,2430.0,1382.0,3.0,Spacious and affordable 3 beds 2 baths in union city,/eby/apa/5729134451.html,eby
2016-08-12 11:10:00,2495.0,847.0,2.0,ITS FRIDAY Find Your New Home This Weekend Were Here For You,/eby/apa/5729143471.html,eby
2016-08-12 11:09:00,1950.0,930.0,2.0,Nice 2BR in Bravo Community,/eby/apa/5722465919.html,eby
2016-08-12 11:08:00,2430.0,1382.0,3.0,Spacious and affordable 3 beds 2 baths in union city,/eby/apa/5729135109.html,eby
2016-08-12 11:06:00,1999.0,775.0,1.0,Race to Mill Creek for these great prices,/eby/apa/5729134437.html,eby
2016-08-12 11:06:00,2835.0,650.0,1.0,Last one bedroom available with a huge back yard,/eby/apa/5729155446.html,eby
2016-08-12 11:06:00,2545.0,848.0,1.0,DOWNTOWN LOFT WHAT A VIEW 84 WALK SCORE,/eby/apa/5729155400.html,eby
2016-08-12 11:05:00,2110.0,936.0,1.0,THIS FULLY RENOVATED 1BED 1BATH COULD BE ALL YOURS  CALL NOW,/eby/apa/5729131409.html,eby
2016-08-12 11:05:00,3550.0,2070.0,3.0,Mission San Jose 2story house for rent,/eby/apa/5698624357.html,eby
2016-08-12 11:04:00,3750.0,715.0,2.0,ONE MONTH FREE RENT2 BEDROOM 1 BATHROOMFURNISHEDUC Berkeley/BART,/eby/apa/5729138586.html,eby
2016-08-12 11:04:00,1995.0,,1.0,1 plus bedroom apartment,/eby/apa/5722295795.html,eby
2016-08-12 11:04:00,3795.0,1250.0,3.0,SPACIOUS SUNNY EXTRA CHARMING DUPLEXYARD EASY East Bay  SF Commutes,/eby/apa/5729151304.html,eby
2016-08-12 11:04:00,2205.0,1732.0,4.0,Affordable High End Home with a touch of luxury,/eby/apa/5714549035.html,eby
2016-08-12 11:03:00,2282.0,1204.0,2.0,Come and Get Them  More Space Full Size W/D at a Low Price,/eby/apa/5729149914.html,eby
2016-08-12 11:02:00,2548.0,933.0,2.0,Spacious 2Bed/2Bath Close to Shopping  Bart AVAILABLE TODAY,/eby/apa/5729148430.html,eby
2016-08-12 11:02:00,2800.0,1900.0,3.0,BENICIA home with views,/eby/apa/5700870025.html,eby
2016-08-12 11:02:00,2099.0,775.0,1.0,Come Catch Em All Weekend Specials,/eby/apa/5729146783.html,eby
2016-08-12 11:01:00,3100.0,1548.0,3.0,Beautiful Townhouse in a desirable area,/eby/apa/5729133892.html,eby
2016-08-12 11:01:00,1990.0,1370.0,3.0,Large  stylish open floorplan 3BR/2BA ,/eby/apa/5718067470.html,eby
2016-08-12 11:00:00,1999.0,775.0,1.0,Live at Mill Creek and enjoy our resort style amenities,/eby/apa/5729142968.html,eby
2016-08-12 10:59:00,2935.0,703.0,1.0,One Bedroom Available for Immediate Move In Courtyard View  Balcony,/eby/apa/5729142200.html,eby
2016-08-12 10:59:00,1475.0,480.0,1.0,Available Soon  Now Under Construction,/eby/apa/5718193853.html,eby
2016-08-12 10:59:00,1895.0,527.0,1.0,Lovely 1b1b in Fremont,/eby/apa/5729141023.html,eby
2016-08-12 10:59:00,2895.0,3322.0,4.0,The Broadmoor Neighborhood,/eby/apa/5703404648.html,eby
2016-08-12 10:58:00,4500.0,1330.0,2.0,Exceptional 2bd / 2bth OPEN HOUSE CANCELLED,/eby/apa/5722598755.html,eby
2016-08-12 10:58:00,4500.0,3751.0,4.0,Panoramic hilltop views of Dublin Pleasanton and Livermore,/eby/apa/5701504526.html,eby
2016-08-12 10:58:00,2095.0,747.0,1.0,HURRY ONLY ONE LEFT THIS LOVELY 1 BEDROOM IS WAITING FOR YOU,/eby/apa/5729140225.html,eby
2016-08-12 10:58:00,2195.0,865.0,2.0,Completely Remodeled from Floor to Ceiling,/eby/apa/5707177545.html,eby
2016-08-12 10:58:00,2495.0,,2.0,Upper B Street,/eby/apa/5714971616.html,eby
2016-08-12 10:58:00,1900.0,650.0,1.0,Super Cute OneBedroom in Duplex with Small Private Yard,/eby/apa/5729139449.html,eby
2016-08-12 10:58:00,1995.0,,2.0,Open House Saturday 1230  330,/eby/apa/5715039234.html,eby
2016-08-12 10:58:00,2350.0,768.0,3.0,Lots of Natural Light,/eby/apa/5715021960.html,eby
2016-08-12 10:58:00,1795.0,,1.0,Open House Saturday 1230  330,/eby/apa/5715049884.html,eby
2016-08-12 10:57:00,2895.0,2100.0,3.0,Open House Saturday 9am  12pm,/eby/apa/5714983188.html,eby
2016-08-12 10:56:00,1295.0,450.0,1.0,Newly Renovated 1 Bedroom 1 Bath  Now Accepting Applications,/eby/apa/5729109879.html,eby
2016-08-12 10:56:00,1490.0,842.0,2.0,Move In Specials Galore,/eby/apa/5729135946.html,eby
2016-08-12 10:56:00,3450.0,1900.0,3.0, Beautiful newer townhouse in Dublin for rent,/eby/apa/5708710516.html,eby
2016-08-12 10:55:00,2400.0,1480.0,4.0,Convenient Location in Richmond,/eby/apa/5729111833.html,eby
2016-08-12 10:53:00,2670.0,913.0,2.0,Tour  Lease Today Our Beautiful 2 bedroom 2 bath apartment home,/eby/apa/5729130464.html,eby
2016-08-12 10:52:00,1895.0,1200.0,2.0,2BR Townhome Coming soon,/eby/apa/5729127952.html,eby
2016-08-12 10:52:00,3195.0,1211.0,3.0,SPACIOUS 3BR 2BATH GROUND FLOOR WITH GREAT UPGRADES CALL NOW,/eby/apa/5718045805.html,eby
2016-08-12 10:50:00,2650.0,1037.0,2.0,Why wait make Glenmills Apartment your home today,/eby/apa/5695607391.html,eby
2016-08-12 10:50:00,1750.0,772.0,1.0,Great Location in a Great Community,/eby/apa/5729105611.html,eby
2016-08-12 10:50:00,1995.0,650.0,1.0,Stop Looking Start Living at Suburbian Apartment Home in Fremont,/eby/apa/5718746707.html,eby
2016-08-12 10:49:00,2415.0,1073.0,2.0,We have all the POKEMON here at PROMONTORY GO,/eby/apa/5729122291.html,eby
2016-08-12 10:49:00,2455.0,683.0,1.0,Dont Miss Out On This Great Apartment,/eby/apa/5729106228.html,eby
2016-08-12 10:49:00,2775.0,980.0,2.0,Stop By To See What Makes Shoreline EXCEPTIONAL  1000 M/I BONUS,/eby/apa/5729108750.html,eby
2016-08-12 10:48:00,2850.0,,2.0,2story Townhome in Laf Walk to BART Downtown Shopping Schools,/eby/apa/5724594862.html,eby
2016-08-12 10:48:00,2055.0,727.0,1.0,Hot August MoveIn Special Free Accent Wall 99 Security Deposit,/eby/apa/5729102859.html,eby
2016-08-12 10:47:00,1950.0,650.0,1.0,Beautiful Apartment Home in desirable Brookvale area in Fremont,/eby/apa/5718747373.html,eby
2016-08-12 10:47:00,2057.0,675.0,1.0,THIS APARTMENT IS LIKE A DREAM,/eby/apa/5729118522.html,eby
2016-08-12 10:47:00,2912.0,1247.0,2.0,2 Bed  2.5 Bath Theater Room  Custom Accent Wall Paint Selections,/eby/apa/5688842913.html,eby
2016-08-12 10:47:00,2425.0,850.0,2.0,Dual Master Suites at Opposite Ends For Privacy,/eby/apa/5729117030.html,eby
2016-08-12 10:47:00,2219.0,885.0,2.0,2BR/1BA Now Available Spacious  PetFriendly,/eby/apa/5729116743.html,eby
2016-08-12 10:46:00,2345.0,1100.0,2.0, Baseball Fan Day Hit a Homerun Touring with US ,/eby/apa/5729115934.html,eby
2016-08-12 10:45:00,1655.0,1494.0,4.0,Spacious  Renovated Home for your family,/eby/apa/5729022257.html,eby
2016-08-12 10:44:00,850.0,140.0,1.0,850 1 Housemate Wanted in Beautiful House with bay vie Montclair,/eby/apa/5729110683.html,eby
2016-08-12 10:43:00,2295.0,775.0,1.0,ADAMS POINT  372 Euclid Ave.,/eby/apa/5711922953.html,eby
2016-08-12 10:42:00,1215.0,713.0,1.0,Huge closet private patio and spacious kitchen,/eby/apa/5729094707.html,eby
2016-08-12 10:41:00,2404.0,831.0,1.0,Need A Home  Work Space Come Check Out This 1X1 W/ Den  Eclipse,/eby/apa/5729104652.html,eby
2016-08-12 10:39:00,1695.0,791.0,2.0,No App. Fee When You Look  Lease Today Only,/eby/apa/5729086495.html,eby
2016-08-12 10:38:00,2296.0,800.0,2.0,Top floor 2bed/1bath ready for immediate move in 2296,/eby/apa/5729061093.html,eby
2016-08-12 10:38:00,2300.0,,1.0,Updated 1 Bedroom on Birch Ct  in the heart of Rockridge,/eby/apa/5729098836.html,eby
2016-08-12 10:37:00,3695.0,2000.0,4.0,fremont mission san jose area singel house,/eby/apa/5725159772.html,eby
2016-08-12 10:37:00,3695.0,2000.0,4.0,fremont mission san jose ,/eby/apa/5692368419.html,eby
2016-08-12 10:36:00,3100.0,2018.0,3.0,Lakefront Property,/eby/apa/5729074065.html,eby
2016-08-12 10:35:00,3360.0,1126.0,2.0,BEAUTIFUL CORNER 2 BEDROOM W/ FULL SIZE W/D,/eby/apa/5729077813.html,eby
2016-08-12 10:35:00,1814.0,826.0,2.0,1st 20 Applicants get a Starbucks Gift Card Come in Today,/eby/apa/5729083621.html,eby
2016-08-12 10:35:00,2450.0,1004.0,2.0,WASHER DRYER IN UNITMINUTES TO CAMPUSOPEN HOUSE TODAY,/eby/apa/5729093717.html,eby
2016-08-12 10:34:00,2136.0,985.0,2.0,Fantastic value  move in Concession Call today,/eby/apa/5729074005.html,eby
2016-08-12 10:34:00,3600.0,1758.0,4.0,Modern Newer Townhouse next to Dublin BART. 4br 3bth 2car garage,/eby/apa/5729091949.html,eby
2016-08-12 10:33:00,2195.0,970.0,2.0,   Pencil Us Into Your Schedule Today,/eby/apa/5729089558.html,eby
2016-08-12 10:32:00,1570.0,675.0,1.0,Renovated one bedroom located on 2nd floor,/eby/apa/5729077665.html,eby
2016-08-12 10:32:00,3000.0,1474.0,4.0,Beautiful Newly Remodeled 4BR 2.5 BA Townhouse,/eby/apa/5689901389.html,eby
2016-08-12 10:32:00,3195.0,1494.0,4.0,Comfortable Four Bedroom / Two Bath Single Family Home,/eby/apa/5725388678.html,eby
2016-08-12 10:32:00,1655.0,1494.0,4.0,Spacious  Renovated Home for your family,/eby/apa/5729021314.html,eby
2016-08-12 10:32:00,2103.0,1027.0,2.0,Affordable Resort Style Living...Only 20 Mins From East Bay,/eby/apa/5728873754.html,eby
2016-08-12 10:31:00,2365.0,1028.0,2.0,Looking for a home and have a pet Look no further Call us for more i,/eby/apa/5729086100.html,eby
2016-08-12 10:31:00,4000.0,,4.0,Large house with great yard,/eby/apa/5729085753.html,eby
2016-08-12 10:31:00,2995.0,,3.0,Beautiful Single Family home with Huge bckyrd in Fremont near Hub/Bart,/eby/apa/5729085455.html,eby
2016-08-12 10:31:00,3000.0,,4.0,Newly remodeled 4BR 2.5 BA Townhouse,/eby/apa/5697133831.html,eby
2016-08-12 10:30:00,3000.0,,4.0,Newly remodeled 4BR 2.5BA townhouse,/eby/apa/5695529894.html,eby
2016-08-12 10:30:00,1816.0,625.0,1.0,Heat Water  Garbage Paid Great new place to call home.,/eby/apa/5729083711.html,eby
2016-08-12 10:30:00,2043.0,785.0,2.0,Heat Water  Garbage Paid Great new place to call home.,/eby/apa/5729082939.html,eby
2016-08-12 10:30:00,2272.0,850.0,2.0,Special Price for Immediate MoveIn This Deal Will Not Last Long,/eby/apa/5729082769.html,eby
2016-08-12 10:29:00,1826.0,660.0,1.0,Let the Sunshine In 1x1 bedroom move in today,/eby/apa/5729058692.html,eby
2016-08-12 10:29:00,2275.0,850.0,1.0,BRIGHT. UPDATED. Large 1bd/1ba unit within steps of Lakeshore  Grand,/eby/apa/5729081371.html,eby
2016-08-12 10:29:00,2250.0,1172.0,3.0,PLEASE read this ad,/eby/apa/5729080739.html,eby
2016-08-12 10:28:00,2995.0,,3.0,COMMUTE TO S.F THIS IS THE 3 BEDROOM FOR YOU,/eby/apa/5729065695.html,eby
2016-08-12 10:28:00,3500.0,1200.0,2.0,Must See 2br w/HWF and Much More,/eby/apa/5698617053.html,eby
2016-08-12 10:28:00,2495.0,1225.0,2.0,SUCH A BEAUTIFUL DAY TO FIND YOUR NEW HOMECOME TODAY,/eby/apa/5729078654.html,eby
2016-08-12 10:27:00,4345.0,,3.0,3 bdrm remodel blocks from UCB AVL NOW  WardA,/eby/apa/5700394922.html,eby
2016-08-12 10:27:00,2550.0,,1.0,1 Bed Lake Merritt/Adams Point Avl. Sept 1  L102,/eby/apa/5703242682.html,eby
2016-08-12 10:27:00,2350.0,,1.0,New Remodel  2nd Floor Walk to Lake Avl 9/1 370J,/eby/apa/5690638254.html,eby
2016-08-12 10:26:00,1995.0,700.0,1.0,1Bed 1Bath Orinda InLaw Unit with Privte Yard and Patio,/eby/apa/5723971637.html,eby
2016-08-12 10:26:00,3800.0,,2.0,2ND FL 2/1 REMODELED BRIGHT QUIET NOPARKING SPACE 1 BLOCK TO UCB,/eby/apa/5725167070.html,eby
2016-08-12 10:25:00,1450.0,704.0,1.0,Move In Specials Galore,/eby/apa/5729050235.html,eby
2016-08-12 10:24:00,3800.0,2150.0,4.0,Beautiful 4bd/3.5ba Single family home for rent,/eby/apa/5729071837.html,eby
2016-08-12 10:24:00,2500.0,800.0,2.0,Spacious 2Bd/1Ba/1Parking Near MacArthur BART,/eby/apa/5724613142.html,eby
2016-08-12 10:22:00,2298.0,1019.0,2.0,SPECIAL Cute and Cozy Two Bedroom/Two Bath,/eby/apa/5729067386.html,eby
2016-08-12 10:22:00,1950.0,751.0,1.0,Spectacular Savings 300 off your move in. 1bd/1ba Ground Floor,/eby/apa/5729066349.html,eby
2016-08-12 10:21:00,2300.0,2650.0,4.0,4 bedroom home charming fenced backyard.,/eby/apa/5728994278.html,eby
2016-08-12 10:21:00,3900.0,2200.0,3.0,Modern Home with View Available Now,/eby/apa/5729064267.html,eby
2016-08-12 10:21:00,1785.0,881.0,2.0,Limited Time Offer,/eby/apa/5729045319.html,eby
2016-08-12 10:20:00,1604.0,,1.0,1 MONTH FREE RENT NEW ONEBEDROOM IN OAKLAND HIGHLAND TERRACE,/eby/apa/5729062833.html,eby
2016-08-12 10:20:00,2771.0,1011.0,2.0,Peace  Tranquility Youll find it here. 2 Bed 2 Bath w/ Garage,/eby/apa/5729037932.html,eby
2016-08-12 10:20:00,1735.0,850.0,2.0,2415 olivera road concord ca 94520,/eby/apa/5729061733.html,eby
2016-08-12 10:18:00,2320.0,708.0,1.0,First Floor Spacious One Bedroom Now Available Walk To BART,/eby/apa/5729057421.html,eby
2016-08-12 10:17:00,2000.0,1200.0,3.0,3brs 1.5ba quiet area,/eby/apa/5729056985.html,eby
2016-08-12 10:17:00,2295.0,,2.0,Hardwood  Tile Floors NewAppliances Granite Countertops Gorgeous,/eby/apa/5717911373.html,eby
2016-08-12 10:17:00,2099.0,545.0,1.0,Jr. 1 Bedroom with beautiful landscaping,/eby/apa/5729055464.html,eby
2016-08-12 10:16:00,2046.0,648.0,1.0,Only 1 Left for Immediate Move In Come and Tour Today,/eby/apa/5725690778.html,eby
2016-08-12 10:16:00,4250.0,3518.0,3.0,3 bath Wonderful S. Walnut Creek homePremium Properties,/eby/apa/5686315800.html,eby
2016-08-12 10:16:00,4400.0,2655.0,4.0,3 bath 2 story beautiful Windemere homePremium Properties,/eby/apa/5692209172.html,eby
2016-08-12 10:15:00,2295.0,1070.0,2.0,Available Immediately,/eby/apa/5729028593.html,eby
2016-08-12 10:15:00,1650.0,762.0,1.0,1 bath CondoConcord/Clayton borderPremium Properties,/eby/apa/5694798559.html,eby
2016-08-12 10:15:00,1950.0,944.0,2.0,Great 2x2Walk To Broadway Plaza,/eby/apa/5729051116.html,eby
2016-08-12 10:14:00,2650.0,,2.0,2Br/1Ba in a Beautiful Edwardian Manor on the border of the Gold Coast,/eby/apa/5707417326.html,eby
2016-08-12 10:14:00,1630.0,619.0,1.0,BEAUTIFUL 1x1 AVAILABLE NOW,/eby/apa/5724364004.html,eby
2016-08-12 10:14:00,2410.0,778.0,1.0,Gorgeous One Bedrooms in Walnut Creek available Today,/eby/apa/5729007371.html,eby
2016-08-12 10:14:00,1900.0,2173.0,4.0,4 bedroom 2 bathroom,/eby/apa/5705507194.html,eby
2016-08-12 10:13:00,3350.0,,2.0,2BD2BA/Albany Condo Sunny535 Piercenear BartUCB/Albany schools,/eby/apa/5728927382.html,eby
2016-08-12 10:13:00,2222.0,716.0,1.0,Top floor 1 bedroom apartment w/ private access,/eby/apa/5729048602.html,eby
2016-08-12 10:13:00,1895.0,,1.0,Special All New Wood Floor Granite,/eby/apa/5717915998.html,eby
